customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
CUST030107,52,1,739.64,4,2,2,Needs Attention
CUST030108,66,2,980.25,4,3,3,Loyal Customer
CUST030111,139,3,528.27,3,4,2,Loyal Customer
CUST030113,93,1,1739.06,4,2,4,Needs Attention
CUST030114,164,6,3409.16,3,5,5,Loyal Customer
CUST030116,848,1,233.2,1,2,1,Lost
CUST030117,207,1,661.43,2,2,2,Lost
CUST030118,4,27,14411.47,5,5,5,Champion
CUST030119,122,5,3030.26,3,5,5,Loyal Customer
CUST030120,29,14,7590.4800000000005,5,5,5,Champion
CUST030121,17,1,78.0,5,2,1,Needs Attention
CUST030122,180,1,156.1,3,2,1,Needs Attention
CUST030123,19,8,4740.99,5,5,5,Champion
CUST030124,34,3,2071.79,5,4,4,Champion
CUST030125,12,2,990.4100000000001,5,3,3,Loyal Customer
CUST030128,128,2,608.86,3,3,2,Loyal Customer
CUST030130,14,8,2762.95,5,5,4,Champion
CUST030132,621,1,619.47,1,2,2,Lost
CUST030133,15,6,3010.77,5,5,5,Champion
CUST030134,584,1,176.26,1,2,1,Lost
CUST030135,336,1,750.67,2,2,2,Lost
CUST030137,15,4,2351.03,5,4,4,Champion
CUST030139,32,12,7093.21,5,5,5,Champion
CUST030140,64,2,855.36,4,3,2,Loyal Customer
CUST030141,356,1,624.94,2,2,2,Lost
CUST030142,257,7,5121.06,2,5,5,At Risk
CUST030144,728,1,686.43,1,2,2,Lost
CUST030145,268,2,1418.2,2,3,3,At Risk
CUST030147,138,6,2612.95,3,5,4,Loyal Customer
CUST030148,161,1,103.18,3,2,1,Needs Attention
CUST030149,103,3,1723.4099999999999,3,4,4,Loyal Customer
CUST030150,46,11,7409.3,4,5,5,Champion
CUST030152,50,4,3945.3799999999997,4,4,5,Champion
CUST030153,15,2,777.8900000000001,5,3,2,Loyal Customer
CUST030154,44,19,10408.390000000001,4,5,5,Champion
CUST030157,33,1,376.55,5,2,1,Needs Attention
CUST030158,489,1,382.76,1,2,1,Lost
CUST030159,202,1,560.55,3,2,2,Needs Attention
CUST030162,368,1,888.97,2,2,3,Lost
CUST030163,311,1,469.91,2,2,2,Lost
CUST030168,864,1,239.45,1,2,1,Lost
CUST030170,862,1,585.64,1,2,2,Lost
CUST030171,9,1,278.48,5,2,1,Needs Attention
CUST030172,421,1,270.2,1,2,1,Lost
CUST030173,3,8,6569.26,5,5,5,Champion
CUST030176,10,19,10901.78,5,5,5,Champion
CUST030177,553,1,111.28,1,2,1,Lost
CUST030179,31,5,3265.59,5,5,5,Champion
CUST030180,374,1,330.47,2,2,1,Lost
CUST030184,692,2,318.3,1,3,1,At Risk
CUST030186,19,4,1661.29,5,4,4,Champion
CUST030187,147,3,1805.4899999999998,3,4,4,Loyal Customer
CUST030188,28,2,750.14,5,3,2,Loyal Customer
CUST030189,56,3,730.53,4,4,2,Loyal Customer
CUST030190,28,2,2114.99,5,3,4,Loyal Customer
CUST030191,80,2,416.96000000000004,4,3,1,Loyal Customer
CUST030193,273,2,765.53,2,3,2,At Risk
CUST030194,99,10,5490.5,4,5,5,Champion
CUST030196,20,7,5101.360000000001,5,5,5,Champion
CUST030197,173,2,927.1600000000001,3,3,3,Loyal Customer
CUST030198,282,2,1278.1100000000001,2,3,3,At Risk
CUST030202,205,4,1396.22,2,4,3,At Risk
CUST030203,77,4,2304.5299999999997,4,4,4,Champion
CUST030204,248,1,246.87,2,2,1,Lost
CUST030205,712,1,978.6,1,2,3,Lost
CUST030206,579,1,310.74,1,2,1,Lost
CUST030207,343,3,1850.22,2,4,4,At Risk
CUST030208,439,2,557.03,1,3,2,At Risk
CUST030209,157,1,804.42,3,2,2,Needs Attention
CUST030211,27,12,7510.36,5,5,5,Champion
CUST030212,216,2,859.4000000000001,2,3,2,At Risk
CUST030215,6,16,8504.01,5,5,5,Champion
CUST030216,406,1,1484.82,1,2,3,Lost
CUST030220,86,7,3873.9500000000003,4,5,5,Champion
CUST030221,57,2,2043.6499999999999,4,3,4,Loyal Customer
CUST030223,527,1,1178.34,1,2,3,Lost
CUST030226,257,3,2158.71,2,4,4,At Risk
CUST030227,131,6,4467.98,3,5,5,Loyal Customer
CUST030229,163,2,189.45000000000002,3,3,1,Loyal Customer
CUST030231,120,1,51.56,3,2,1,Needs Attention
CUST030233,446,1,1301.42,1,2,3,Lost
CUST030236,260,2,428.28,2,3,1,At Risk
CUST030237,54,4,2771.75,4,4,4,Champion
CUST030239,71,4,2348.99,4,4,4,Champion
CUST030242,178,2,1328.8799999999999,3,3,3,Loyal Customer
CUST030244,109,6,3153.94,3,5,5,Loyal Customer
CUST030245,106,2,2301.35,3,3,4,Loyal Customer
CUST030246,127,5,3040.82,3,5,5,Loyal Customer
CUST030249,130,1,963.03,3,2,3,Needs Attention
CUST030251,51,3,1147.6599999999999,4,4,3,Loyal Customer
CUST030253,168,4,2427.0,3,4,4,Loyal Customer
CUST030255,34,3,1604.2,5,4,4,Champion
CUST030256,144,1,1478.94,3,2,3,Needs Attention
CUST030257,100,3,2009.35,4,4,4,Champion
CUST030260,47,3,1204.8400000000001,4,4,3,Loyal Customer
CUST030261,47,7,2606.15,4,5,4,Champion
CUST030262,131,4,2099.7200000000003,3,4,4,Loyal Customer
CUST030264,8,31,15571.15,5,5,5,Champion
CUST030265,138,2,1228.27,3,3,3,Loyal Customer
CUST030267,5,45,27057.010000000002,5,5,5,Champion
CUST030268,29,18,10744.880000000001,5,5,5,Champion
CUST030269,396,3,1195.6299999999999,1,4,3,At Risk
CUST030272,402,1,202.0,1,2,1,Lost
CUST030273,39,2,953.1700000000001,5,3,3,Loyal Customer
CUST030275,13,1,135.38,5,2,1,Needs Attention
CUST030276,416,1,289.5,1,2,1,Lost
CUST030277,3,3,1526.98,5,4,3,Loyal Customer
CUST030279,19,15,4694.14,5,5,5,Champion
CUST030280,191,2,1724.79,3,3,4,Loyal Customer
CUST030282,387,1,1257.76,2,2,3,Lost
CUST030284,163,1,553.91,3,2,2,Needs Attention
CUST030285,141,2,1017.94,3,3,3,Loyal Customer
CUST030286,752,1,51.05,1,2,1,Lost
CUST030287,62,5,1299.97,4,5,3,Loyal Customer
CUST030289,377,1,1272.28,2,2,3,Lost
CUST030290,354,1,377.74,2,2,1,Lost
CUST030292,202,2,2546.3700000000003,3,3,4,Loyal Customer
CUST030293,449,1,215.84,1,2,1,Lost
CUST030294,351,1,78.32,2,2,1,Lost
CUST030295,50,2,893.66,4,3,3,Loyal Customer
CUST030296,134,2,1025.03,3,3,3,Loyal Customer
CUST030297,28,1,782.84,5,2,2,Needs Attention
CUST030302,113,4,2503.45,3,4,4,Loyal Customer
CUST030303,73,3,2044.67,4,4,4,Champion
CUST030304,9,4,1814.03,5,4,4,Champion
CUST030305,246,6,3478.34,2,5,5,At Risk
CUST030307,9,24,12155.3,5,5,5,Champion
CUST030309,270,1,693.16,2,2,2,Lost
CUST030312,72,2,590.0,4,3,2,Loyal Customer
CUST030314,29,1,652.5,5,2,2,Needs Attention
CUST030315,611,1,335.56,1,2,1,Lost
CUST030316,426,2,193.09,1,3,1,At Risk
CUST030317,70,4,3246.8199999999997,4,4,5,Champion
CUST030318,285,2,1308.62,2,3,3,At Risk
CUST030319,1,1,431.49,5,2,1,Needs Attention
CUST030320,78,5,1803.66,4,5,4,Champion
CUST030321,288,2,1724.1499999999999,2,3,4,At Risk
CUST030323,6,16,11588.41,5,5,5,Champion
CUST030326,106,2,1277.5700000000002,3,3,3,Loyal Customer
CUST030329,35,3,869.73,5,4,2,Loyal Customer
CUST030331,296,1,826.51,2,2,2,Lost
CUST030334,108,3,1307.65,3,4,3,Loyal Customer
CUST030336,48,4,3298.4900000000002,4,4,5,Champion
CUST030340,48,5,3285.39,4,5,5,Champion
CUST030341,1042,1,164.01,1,2,1,Lost
CUST030342,56,2,2121.4,4,3,4,Loyal Customer
CUST030345,855,1,486.47,1,2,2,Lost
CUST030346,243,2,2637.98,2,3,4,At Risk
CUST030349,325,3,1689.63,2,4,4,At Risk
CUST030350,730,1,247.0,1,2,1,Lost
CUST030351,80,8,4247.47,4,5,5,Champion
CUST030352,1,4,2313.9300000000003,5,4,4,Champion
CUST030355,189,2,125.82,3,3,1,Loyal Customer
CUST030356,8,3,3121.1499999999996,5,4,5,Champion
CUST030357,249,4,879.6099999999999,2,4,3,At Risk
CUST030358,1060,1,2347.64,1,2,4,Lost
CUST030361,8,7,3302.45,5,5,5,Champion
CUST030363,251,2,1621.31,2,3,4,At Risk
CUST030364,619,1,721.09,1,2,2,Lost
CUST030366,189,4,1265.47,3,4,3,Loyal Customer
CUST030372,114,1,404.27,3,2,1,Needs Attention
CUST030373,97,5,2071.81,4,5,4,Champion
CUST030374,300,3,1951.48,2,4,4,At Risk
CUST030376,55,1,20.71,4,2,1,Needs Attention
CUST030379,19,3,2371.95,5,4,4,Champion
CUST030380,90,2,540.97,4,3,2,Loyal Customer
CUST030382,99,1,540.04,4,2,2,Needs Attention
CUST030383,164,4,1720.22,3,4,4,Loyal Customer
CUST030384,255,2,1236.3,2,3,3,At Risk
CUST030388,687,1,730.74,1,2,2,Lost
CUST030391,2,83,44472.47,5,5,5,Champion
CUST030392,614,1,690.92,1,2,2,Lost
CUST030393,280,1,266.44,2,2,1,Lost
CUST030394,118,2,1425.3799999999999,3,3,3,Loyal Customer
CUST030395,52,8,4935.41,4,5,5,Champion
CUST030396,108,2,2093.91,3,3,4,Loyal Customer
CUST030397,880,1,262.97,1,2,1,Lost
CUST030398,564,1,1010.76,1,2,3,Lost
CUST030399,116,5,1440.74,3,5,3,Loyal Customer
CUST030403,135,2,545.83,3,3,2,Loyal Customer
CUST030405,27,7,4021.65,5,5,5,Champion
CUST030406,74,1,103.7,4,2,1,Needs Attention
CUST030407,285,3,2804.7599999999998,2,4,4,At Risk
CUST030408,722,3,648.4100000000001,1,4,2,At Risk
CUST030410,154,8,4420.19,3,5,5,Loyal Customer
CUST030411,128,1,900.03,3,2,3,Needs Attention
CUST030412,652,1,424.94,1,2,1,Lost
CUST030413,193,1,310.88,3,2,1,Needs Attention
CUST030414,306,2,2925.18,2,3,5,At Risk
CUST030419,13,2,556.11,5,3,2,Loyal Customer
CUST030422,876,1,520.47,1,2,2,Lost
CUST030423,150,2,3939.96,3,3,5,Loyal Customer
CUST030425,253,2,1327.6799999999998,2,3,3,At Risk
CUST030426,24,2,795.72,5,3,2,Loyal Customer
CUST030427,58,5,3242.71,4,5,5,Champion
CUST030430,465,1,1749.1,1,2,4,Lost
CUST030431,88,2,1587.51,4,3,4,Loyal Customer
CUST030432,115,7,4156.32,3,5,5,Loyal Customer
CUST030434,56,1,432.79,4,2,1,Needs Attention
CUST030435,108,1,783.27,3,2,2,Needs Attention
CUST030436,1,90,49439.34,5,5,5,Champion
CUST030437,69,10,5150.04,4,5,5,Champion
CUST030438,19,33,20582.5,5,5,5,Champion
CUST030440,505,1,350.37,1,2,1,Lost
CUST030441,242,5,2292.11,2,5,4,At Risk
CUST030442,140,8,3905.51,3,5,5,Loyal Customer
CUST030444,458,3,2996.4700000000003,1,4,5,At Risk
CUST030445,36,8,4147.93,5,5,5,Champion
CUST030446,192,5,4050.31,3,5,5,Loyal Customer
CUST030447,223,5,3803.33,2,5,5,At Risk
CUST030448,269,1,889.29,2,2,3,Lost
CUST030449,10,2,1372.04,5,3,3,Loyal Customer
CUST030450,49,3,1345.58,4,4,3,Loyal Customer
CUST030451,363,1,172.61,2,2,1,Lost
CUST030453,83,1,459.37,4,2,2,Needs Attention
CUST030454,476,1,2387.05,1,2,4,Lost
CUST030455,288,3,642.89,2,4,2,At Risk
CUST030457,227,2,1322.17,2,3,3,At Risk
CUST030458,39,1,637.03,5,2,2,Needs Attention
CUST030459,84,5,3068.36,4,5,5,Champion
CUST030460,350,1,354.15,2,2,1,Lost
CUST030461,168,2,2563.63,3,3,4,Loyal Customer
CUST030464,625,1,1670.67,1,2,4,Lost
CUST030465,579,1,247.0,1,2,1,Lost
CUST030466,179,2,418.14,3,3,1,Loyal Customer
CUST030467,351,1,47.22,2,2,1,Lost
CUST030468,89,5,1596.34,4,5,4,Champion
CUST030469,601,1,180.24,1,2,1,Lost
CUST030470,524,1,257.95,1,2,1,Lost
CUST030472,287,1,478.06,2,2,2,Lost
CUST030474,21,14,10962.5,5,5,5,Champion
CUST030477,771,1,604.33,1,2,2,Lost
CUST030478,937,1,132.06,1,2,1,Lost
CUST030479,39,18,11403.71,5,5,5,Champion
CUST030480,57,7,2660.44,4,5,4,Champion
CUST030481,269,2,1425.1,2,3,3,At Risk
CUST030482,17,1,629.68,5,2,2,Needs Attention
CUST030483,50,2,1809.3600000000001,4,3,4,Loyal Customer
CUST030485,80,2,907.4399999999999,4,3,3,Loyal Customer
CUST030488,13,6,3365.05,5,5,5,Champion
CUST030489,100,10,5286.22,4,5,5,Champion
CUST030490,158,4,2961.12,3,4,5,Loyal Customer
CUST030492,18,1,385.34,5,2,1,Needs Attention
CUST030493,18,5,1908.24,5,5,4,Champion
CUST030495,186,3,3625.11,3,4,5,Loyal Customer
CUST030498,4,6,4184.57,5,5,5,Champion
CUST030499,138,1,1066.91,3,2,3,Needs Attention
CUST030500,190,1,544.38,3,2,2,Needs Attention
CUST030501,301,2,815.69,2,3,2,At Risk
CUST030504,398,1,974.88,1,2,3,Lost
CUST030505,18,21,9094.64,5,5,5,Champion
CUST030506,9,7,4588.65,5,5,5,Champion
CUST030507,214,3,636.64,2,4,2,At Risk
CUST030508,276,2,1934.4299999999998,2,3,4,At Risk
CUST030509,215,1,1715.97,2,2,4,Lost
CUST030510,66,1,540.04,4,2,2,Needs Attention
CUST030511,1044,1,579.29,1,2,2,Lost
CUST030512,67,6,3572.26,4,5,5,Champion
CUST030513,861,1,1222.18,1,2,3,Lost
CUST030515,49,2,390.73,4,3,1,Loyal Customer
CUST030516,125,1,108.99,3,2,1,Needs Attention
CUST030517,79,3,579.15,4,4,2,Loyal Customer
CUST030518,295,2,1521.5,2,3,3,At Risk
CUST030519,79,6,2569.59,4,5,4,Champion
CUST030521,39,13,5995.37,5,5,5,Champion
CUST030522,424,1,331.32,1,2,1,Lost
CUST030523,147,3,1063.3600000000001,3,4,3,Loyal Customer
CUST030526,219,4,1259.99,2,4,3,At Risk
CUST030528,242,1,864.56,2,2,2,Lost
CUST030530,28,2,513.49,5,3,2,Loyal Customer
CUST030531,303,1,203.88,2,2,1,Lost
CUST030532,409,1,560.46,1,2,2,Lost
CUST030535,223,3,1684.28,2,4,4,At Risk
CUST030536,153,3,2554.94,3,4,4,Loyal Customer
CUST030538,165,1,1091.62,3,2,3,Needs Attention
CUST030539,304,2,587.05,2,3,2,At Risk
CUST030542,70,4,1700.54,4,4,4,Champion
CUST030544,458,1,1062.31,1,2,3,Lost
CUST030545,150,1,405.72,3,2,1,Needs Attention
CUST030548,76,1,264.29,4,2,1,Needs Attention
CUST030549,125,2,975.49,3,3,3,Loyal Customer
CUST030550,100,6,4035.33,4,5,5,Champion
CUST030551,87,12,8456.93,4,5,5,Champion
CUST030552,24,9,6558.38,5,5,5,Champion
CUST030554,491,1,44.62,1,2,1,Lost
CUST030555,195,1,545.06,3,2,2,Needs Attention
CUST030556,43,6,4517.15,4,5,5,Champion
CUST030557,258,4,1818.73,2,4,4,At Risk
CUST030558,803,1,489.28,1,2,2,Lost
CUST030561,28,5,4148.45,5,5,5,Champion
CUST030562,156,1,148.9,3,2,1,Needs Attention
CUST030567,774,1,1076.62,1,2,3,Lost
CUST030568,3,3,452.5,5,4,2,Loyal Customer
CUST030569,114,3,1386.47,3,4,3,Loyal Customer
CUST030570,47,2,1077.83,4,3,3,Loyal Customer
CUST030571,39,4,1589.66,5,4,4,Champion
CUST030573,31,2,606.92,5,3,2,Loyal Customer
CUST030574,16,6,3505.42,5,5,5,Champion
CUST030579,6,1,713.52,5,2,2,Needs Attention
CUST030581,206,1,378.32,2,2,1,Lost
CUST030582,148,2,513.66,3,3,2,Loyal Customer
CUST030584,2,17,11691.89,5,5,5,Champion
CUST030585,133,2,220.23000000000002,3,3,1,Loyal Customer
CUST030586,167,1,649.88,3,2,2,Needs Attention
CUST030589,151,5,4464.75,3,5,5,Loyal Customer
CUST030590,861,1,259.12,1,2,1,Lost
CUST030593,318,1,218.04,2,2,1,Lost
CUST030594,590,1,492.63,1,2,2,Lost
CUST030595,172,3,1992.28,3,4,4,Loyal Customer
CUST030596,50,3,1692.42,4,4,4,Champion
CUST030597,103,2,1185.5900000000001,3,3,3,Loyal Customer
CUST030598,19,6,3628.81,5,5,5,Champion
CUST030599,371,3,1688.37,2,4,4,At Risk
CUST030601,42,1,1326.2,4,2,3,Needs Attention
CUST030603,344,4,2345.61,2,4,4,At Risk
CUST030604,207,3,1029.42,2,4,3,At Risk
CUST030605,94,7,5033.07,4,5,5,Champion
CUST030606,349,1,200.47,2,2,1,Lost
CUST030607,70,1,86.21,4,2,1,Needs Attention
CUST030608,867,1,1499.67,1,2,3,Lost
CUST030609,267,2,2560.46,2,3,4,At Risk
CUST030610,107,2,507.27,3,3,2,Loyal Customer
CUST030613,428,2,392.71000000000004,1,3,1,At Risk
CUST030614,502,1,464.69,1,2,2,Lost
CUST030615,34,6,3562.5400000000004,5,5,5,Champion
CUST030617,677,2,1279.55,1,3,3,At Risk
CUST030618,16,3,985.71,5,4,3,Loyal Customer
CUST030619,82,1,366.87,4,2,1,Needs Attention
CUST030621,406,1,1636.59,1,2,4,Lost
CUST030622,389,1,167.29,2,2,1,Lost
CUST030623,155,8,6638.05,3,5,5,Loyal Customer
CUST030624,117,3,2404.58,3,4,4,Loyal Customer
CUST030626,153,1,1533.3,3,2,3,Needs Attention
CUST030628,147,3,1426.84,3,4,3,Loyal Customer
CUST030629,116,1,96.43,3,2,1,Needs Attention
CUST030630,171,4,2818.4,3,4,4,Loyal Customer
CUST030631,254,1,16.68,2,2,1,Lost
CUST030634,123,2,664.01,3,3,2,Loyal Customer
CUST030635,281,2,290.03,2,3,1,At Risk
CUST030636,48,12,8946.73,4,5,5,Champion
CUST030637,480,1,612.28,1,2,2,Lost
CUST030638,420,1,690.06,1,2,2,Lost
CUST030640,368,3,925.01,2,4,3,At Risk
CUST030642,270,2,691.92,2,3,2,At Risk
CUST030643,501,1,639.56,1,2,2,Lost
CUST030644,196,1,331.89,3,2,1,Needs Attention
CUST030645,193,1,558.22,3,2,2,Needs Attention
CUST030646,132,1,196.63,3,2,1,Needs Attention
CUST030649,216,1,1617.57,2,2,4,Lost
CUST030656,645,1,343.69,1,2,1,Lost
CUST030658,303,2,670.84,2,3,2,At Risk
CUST030661,259,3,1511.93,2,4,3,At Risk
CUST030663,66,6,4419.51,4,5,5,Champion
CUST030664,554,3,1947.0300000000002,1,4,4,At Risk
CUST030665,224,2,1520.9,2,3,3,At Risk
CUST030667,106,7,4041.3199999999997,3,5,5,Loyal Customer
CUST030668,398,4,1764.53,1,4,4,At Risk
CUST030669,469,1,294.54,1,2,1,Lost
CUST030670,769,1,650.36,1,2,2,Lost
CUST030671,81,3,1928.22,4,4,4,Champion
CUST030674,457,1,184.83,1,2,1,Lost
CUST030675,73,5,1812.35,4,5,4,Champion
CUST030677,217,1,743.46,2,2,2,Lost
CUST030678,7,20,9533.58,5,5,5,Champion
CUST030679,239,2,2857.21,2,3,4,At Risk
CUST030683,183,2,1317.07,3,3,3,Loyal Customer
CUST030685,504,1,672.51,1,2,2,Lost
CUST030686,963,1,306.58,1,2,1,Lost
CUST030687,237,2,2485.27,2,3,4,At Risk
CUST030688,29,5,2832.33,5,5,4,Champion
CUST030689,28,9,6156.84,5,5,5,Champion
CUST030690,46,5,3327.34,4,5,5,Champion
CUST030693,593,1,976.5,1,2,3,Lost
CUST030695,116,1,1371.6,3,2,3,Needs Attention
CUST030696,40,5,2418.79,4,5,4,Champion
CUST030697,93,4,2034.52,4,4,4,Champion
CUST030699,15,2,875.48,5,3,3,Loyal Customer
CUST030700,312,2,319.33000000000004,2,3,1,At Risk
CUST030702,314,1,156.1,2,2,1,Lost
CUST030703,3,66,41462.479999999996,5,5,5,Champion
CUST030704,249,3,1756.82,2,4,4,At Risk
CUST030706,59,5,2342.9300000000003,4,5,4,Champion
CUST030708,298,1,571.35,2,2,2,Lost
CUST030709,159,3,795.35,3,4,2,Loyal Customer
CUST030710,57,3,2910.2799999999997,4,4,5,Champion
CUST030713,924,1,377.54,1,2,1,Lost
CUST030714,172,1,1085.42,3,2,3,Needs Attention
CUST030715,845,1,531.68,1,2,2,Lost
CUST030716,19,4,1248.71,5,4,3,Loyal Customer
CUST030717,40,1,530.75,4,2,2,Needs Attention
CUST030718,46,27,20047.66,4,5,5,Champion
CUST030719,6,25,12860.16,5,5,5,Champion
CUST030723,63,3,2016.52,4,4,4,Champion
CUST030724,599,1,445.19,1,2,2,Lost
CUST030725,31,2,821.3299999999999,5,3,2,Loyal Customer
CUST030726,379,1,691.99,2,2,2,Lost
CUST030727,131,2,1427.8600000000001,3,3,3,Loyal Customer
CUST030730,33,19,7419.09,5,5,5,Champion
CUST030731,838,1,345.2,1,2,1,Lost
CUST030733,64,1,252.0,4,2,1,Needs Attention
CUST030734,438,1,636.19,1,2,2,Lost
CUST030735,10,3,2110.22,5,4,4,Champion
CUST030736,7,1,1029.49,5,2,3,Needs Attention
CUST030737,264,3,1294.6200000000001,2,4,3,At Risk
CUST030738,129,4,810.4000000000001,3,4,2,Loyal Customer
CUST030740,168,3,1445.68,3,4,3,Loyal Customer
CUST030741,602,1,491.44,1,2,2,Lost
CUST030742,673,1,1723.05,1,2,4,Lost
CUST030743,43,8,3677.4100000000003,4,5,5,Champion
CUST030744,461,1,33.26,1,2,1,Lost
CUST030745,90,3,1112.81,4,4,3,Loyal Customer
CUST030746,435,2,2625.63,1,3,4,At Risk
CUST030748,167,1,268.93,3,2,1,Needs Attention
CUST030749,19,4,1211.0700000000002,5,4,3,Loyal Customer
CUST030751,7,1,704.1,5,2,2,Needs Attention
CUST030752,90,2,1575.32,4,3,4,Loyal Customer
CUST030753,19,3,1387.4099999999999,5,4,3,Loyal Customer
CUST030754,407,3,1725.8899999999999,1,4,4,At Risk
CUST030758,26,26,15477.68,5,5,5,Champion
CUST030759,13,84,42402.78,5,5,5,Champion
CUST030762,142,5,3398.21,3,5,5,Loyal Customer
CUST030767,23,7,5439.639999999999,5,5,5,Champion
CUST030768,61,1,633.12,4,2,2,Needs Attention
CUST030769,315,2,430.23999999999995,2,3,1,At Risk
CUST030770,92,3,1496.19,4,4,3,Loyal Customer
CUST030771,241,1,169.22,2,2,1,Lost
CUST030772,98,3,1963.21,4,4,4,Champion
CUST030773,101,5,4226.9,4,5,5,Champion
CUST030779,607,2,172.63,1,3,1,At Risk
CUST030781,197,3,2368.28,3,4,4,Loyal Customer
CUST030782,29,1,626.59,5,2,2,Needs Attention
CUST030784,177,2,382.65,3,3,1,Loyal Customer
CUST030785,55,1,70.5,4,2,1,Needs Attention
CUST030786,86,1,289.5,4,2,1,Needs Attention
CUST030787,35,3,2242.7,5,4,4,Champion
CUST030788,43,1,123.24,4,2,1,Needs Attention
CUST030790,558,1,173.59,1,2,1,Lost
CUST030791,440,2,746.6600000000001,1,3,2,At Risk
CUST030793,372,2,659.47,2,3,2,At Risk
CUST030794,128,1,311.21,3,2,1,Needs Attention
CUST030795,129,1,955.3,3,2,3,Needs Attention
CUST030796,827,1,602.34,1,2,2,Lost
CUST030797,57,2,1241.5,4,3,3,Loyal Customer
CUST030798,251,3,1288.27,2,4,3,At Risk
CUST030799,231,1,823.73,2,2,2,Lost
CUST030800,391,1,523.46,2,2,2,Lost
CUST030801,32,11,7978.54,5,5,5,Champion
CUST030802,315,3,1436.71,2,4,3,At Risk
CUST030803,58,7,3138.62,4,5,5,Champion
CUST030805,478,2,315.28,1,3,1,At Risk
CUST030808,172,2,691.96,3,3,2,Loyal Customer
CUST030809,366,2,554.0600000000001,2,3,2,At Risk
CUST030810,256,2,374.76,2,3,1,At Risk
CUST030811,146,4,2049.5499999999997,3,4,4,Loyal Customer
CUST030812,346,1,52.37,2,2,1,Lost
CUST030813,95,3,814.4899999999999,4,4,2,Loyal Customer
CUST030814,70,8,3465.86,4,5,5,Champion
CUST030815,298,3,1472.4299999999998,2,4,3,At Risk
CUST030818,30,1,460.54,5,2,2,Needs Attention
CUST030820,866,1,233.62,1,2,1,Lost
CUST030823,112,2,1053.83,3,3,3,Loyal Customer
CUST030824,396,1,461.74,1,2,2,Lost
CUST030825,101,1,1072.98,4,2,3,Needs Attention
CUST030827,257,1,268.75,2,2,1,Lost
CUST030828,365,2,310.49,2,3,1,At Risk
CUST030829,444,2,920.4499999999999,1,3,3,At Risk
CUST030830,19,2,1179.24,5,3,3,Loyal Customer
CUST030831,475,1,2995.08,1,2,5,Lost
CUST030833,283,1,636.97,2,2,2,Lost
CUST030834,305,2,877.23,2,3,3,At Risk
CUST030836,357,1,464.45,2,2,2,Lost
CUST030837,17,29,14895.29,5,5,5,Champion
CUST030838,278,1,1760.64,2,2,4,Lost
CUST030839,768,1,751.65,1,2,2,Lost
CUST030840,11,1,483.77,5,2,2,Needs Attention
CUST030842,56,1,591.43,4,2,2,Needs Attention
CUST030843,116,2,2764.66,3,3,4,Loyal Customer
CUST030844,652,1,1152.55,1,2,3,Lost
CUST030845,193,8,7005.07,3,5,5,Loyal Customer
CUST030847,220,3,2535.69,2,4,4,At Risk
CUST030848,48,1,620.38,4,2,2,Needs Attention
CUST030851,132,3,2052.8,3,4,4,Loyal Customer
CUST030854,355,1,207.83,2,2,1,Lost
CUST030855,12,17,10717.37,5,5,5,Champion
CUST030856,212,4,2254.86,2,4,4,At Risk
CUST030857,202,1,1268.64,3,2,3,Needs Attention
CUST030860,567,1,386.11,1,2,1,Lost
CUST030861,114,2,1310.59,3,3,3,Loyal Customer
CUST030863,58,4,3216.4700000000003,4,4,5,Champion
CUST030865,79,2,131.67000000000002,4,3,1,Loyal Customer
CUST030868,281,3,1056.91,2,4,3,At Risk
CUST030869,33,2,455.33000000000004,5,3,2,Loyal Customer
CUST030870,866,1,1451.94,1,2,3,Lost
CUST030871,260,3,2002.07,2,4,4,At Risk
CUST030873,196,1,577.99,3,2,2,Needs Attention
CUST030876,199,2,513.6700000000001,3,3,2,Loyal Customer
CUST030877,442,1,329.01,1,2,1,Lost
CUST030878,178,2,1134.07,3,3,3,Loyal Customer
CUST030879,237,5,3098.0099999999998,2,5,5,At Risk
CUST030880,61,6,4784.46,4,5,5,Champion
CUST030881,8,19,11129.279999999999,5,5,5,Champion
CUST030883,657,1,1029.45,1,2,3,Lost
CUST030886,76,3,920.9200000000001,4,4,3,Loyal Customer
CUST030887,33,2,1130.22,5,3,3,Loyal Customer
CUST030888,46,1,688.15,4,2,2,Needs Attention
CUST030890,164,4,3368.98,3,4,5,Loyal Customer
CUST030891,13,2,438.51,5,3,2,Loyal Customer
CUST030892,212,1,65.37,2,2,1,Lost
CUST030896,83,6,3429.2799999999997,4,5,5,Champion
CUST030897,54,2,424.52,4,3,1,Loyal Customer
CUST030898,122,1,1188.03,3,2,3,Needs Attention
CUST030899,840,1,168.07,1,2,1,Lost
CUST030900,324,2,576.2,2,3,2,At Risk
CUST030901,173,3,1805.92,3,4,4,Loyal Customer
CUST030902,56,4,2125.25,4,4,4,Champion
CUST030903,79,1,195.42,4,2,1,Needs Attention
CUST030904,231,10,7318.9800000000005,2,5,5,At Risk
CUST030905,122,1,351.47,3,2,1,Needs Attention
CUST030906,150,3,1937.6100000000001,3,4,4,Loyal Customer
CUST030908,554,1,577.8,1,2,2,Lost
CUST030910,115,1,1091.48,3,2,3,Needs Attention
CUST030911,138,2,730.22,3,3,2,Loyal Customer
CUST030912,185,3,3113.21,3,4,5,Loyal Customer
