payment_id,order_id,payment_method,amount,payment_date
PAY0085782,ORD0085782,Credit Card,291.36,2025-04-18
PAY0085783,ORD0085783,Credit Card,429.11,2026-03-04
PAY0085784,ORD0085784,Debit Card,838.41,2025-07-30
PAY0085785,ORD0085785,Wallet,258.52,2026-05-26
PAY0085786,ORD0085786,COD,568.18,2026-05-03
PAY0085787,ORD0085787,Wallet,1618.15,2025-12-05
PAY0085788,ORD0085788,Wallet,191.92,2023-09-20
PAY0085789,ORD0085789,Debit Card,1025.68,2025-10-18
PAY0085790,ORD0085790,COD,109.24,2026-03-04
PAY0085791,ORD0085791,Credit Card,474.86,2025-06-06
PAY0085792,ORD0085792,Credit Card,986.17,2025-07-20
PAY0085795,ORD0085795,UPI/Pix,262.29,2026-02-03
PAY0085796,ORD0085796,COD,314.93,2026-06-06
PAY0085797,ORD0085797,Credit Card,214.1,2025-07-14
PAY0085798,ORD0085798,Credit Card,706.85,2026-04-03
PAY0085800,ORD0085800,Debit Card,354.15,2025-02-11
PAY0085802,ORD0085802,Wallet,515.32,2026-04-27
PAY0085804,ORD0085804,UPI/Pix,711.33,2026-01-07
PAY0085806,ORD0085806,Credit Card,222.29,2025-12-05
PAY0085807,ORD0085807,UPI/Pix,301.05,2025-10-27
PAY0085808,ORD0085808,UPI/Pix,362.06,2026-04-26
PAY0085809,ORD0085809,Credit Card,811.12,2025-10-18
PAY0085811,ORD0085811,Wallet,677.04,2025-04-28
PAY0085812,ORD0085812,Debit Card,631.35,2024-08-04
PAY0085813,ORD0085813,Debit Card,149.35,2024-11-02
PAY0085814,ORD0085814,Credit Card,357.43,2024-09-24
PAY0085816,ORD0085816,UPI/Pix,989.48,2025-10-24
PAY0085817,ORD0085817,UPI/Pix,413.67,2024-07-28
PAY0085818,ORD0085818,Credit Card,761.63,2025-03-10
PAY0085819,ORD0085819,Credit Card,859.47,2025-12-04
PAY0085820,ORD0085820,Credit Card,1020.68,2026-05-20
PAY0085821,ORD0085821,Credit Card,485.26,2024-12-30
PAY0085822,ORD0085822,UPI/Pix,670.96,2024-07-31
PAY0085823,ORD0085823,Wallet,892.84,2025-01-29
PAY0085824,ORD0085824,Credit Card,238.26,2026-01-04
PAY0085825,ORD0085825,Credit Card,899.15,2025-11-03
PAY0085826,ORD0085826,Debit Card,259.95,2024-03-23
PAY0085827,ORD0085827,UPI/Pix,1424.2,2026-03-13
PAY0085828,ORD0085828,COD,48.23,2024-05-05
PAY0085829,ORD0085829,Credit Card,47.57,2026-05-23
PAY0085830,ORD0085830,Credit Card,1781.92,2025-11-27
PAY0085831,ORD0085831,Wallet,1105.17,2024-03-04
PAY0085832,ORD0085832,Wallet,878.61,2026-02-16
PAY0085833,ORD0085833,Credit Card,453.88,2025-04-22
PAY0085834,ORD0085834,Credit Card,755.31,2025-06-29
PAY0085835,ORD0085835,UPI/Pix,11.76,2024-03-15
PAY0085836,ORD0085836,Debit Card,1397.01,2025-05-22
PAY0085838,ORD0085838,Credit Card,503.9,2024-04-12
PAY0085839,ORD0085839,Credit Card,298.66,2025-11-21
PAY0085841,ORD0085841,Credit Card,1126.66,2024-08-12
PAY0085842,ORD0085842,UPI/Pix,495.13,2026-05-08
PAY0085843,ORD0085843,UPI/Pix,529.96,2025-08-04
PAY0085844,ORD0085844,Wallet,413.67,2025-06-16
PAY0085846,ORD0085846,Wallet,603.0,2026-06-17
PAY0085847,ORD0085847,Credit Card,506.85,2025-12-26
PAY0085848,ORD0085848,Credit Card,86.29,2025-05-13
PAY0085849,ORD0085849,UPI/Pix,369.93,2026-02-19
PAY0085851,ORD0085851,Credit Card,631.03,2025-08-07
PAY0085853,ORD0085853,Credit Card,351.27,2025-04-17
PAY0085854,ORD0085854,COD,733.91,2026-05-15
PAY0085855,ORD0085855,COD,489.83,2025-10-22
PAY0085856,ORD0085856,Wallet,274.25,2023-09-12
PAY0085857,ORD0085857,Credit Card,147.63,2026-06-18
PAY0085858,ORD0085858,Credit Card,588.32,2025-04-26
PAY0085859,ORD0085859,UPI/Pix,351.42,2024-11-10
PAY0085860,ORD0085860,COD,96.43,2026-01-07
PAY0085861,ORD0085861,Credit Card,61.34,2025-06-16
PAY0085862,ORD0085862,Credit Card,462.7,2025-04-03
PAY0085863,ORD0085863,Credit Card,210.76,2026-05-23
PAY0085864,ORD0085864,Debit Card,58.11,2025-07-09
PAY0085865,ORD0085865,Credit Card,87.15,2025-11-12
PAY0085866,ORD0085866,Credit Card,30.17,2025-11-23
PAY0085867,ORD0085867,UPI/Pix,1206.49,2025-09-13
PAY0085868,ORD0085868,UPI/Pix,477.0,2026-06-18
PAY0085869,ORD0085869,Wallet,421.06,2026-05-21
PAY0085870,ORD0085870,Wallet,242.8,2025-11-01
PAY0085871,ORD0085871,Debit Card,387.64,2026-05-06
PAY0085872,ORD0085872,Debit Card,372.06,2026-05-20
PAY0085873,ORD0085873,Credit Card,168.19,2024-05-14
PAY0085874,ORD0085874,Debit Card,62.79,2025-11-08
PAY0085875,ORD0085875,Debit Card,176.95,2025-12-30
PAY0085876,ORD0085876,UPI/Pix,435.97,2026-02-27
PAY0085877,ORD0085877,Debit Card,293.67,2025-12-20
PAY0085878,ORD0085878,Credit Card,573.35,2025-11-23
PAY0085880,ORD0085880,Wallet,506.82,2025-08-01
PAY0085881,ORD0085881,Credit Card,199.88,2025-09-09
PAY0085883,ORD0085883,Credit Card,471.4,2025-05-22
PAY0085884,ORD0085884,UPI/Pix,1593.51,2026-03-01
PAY0085885,ORD0085885,Credit Card,487.01,2024-01-13
PAY0085886,ORD0085886,Credit Card,653.73,2024-12-11
PAY0085887,ORD0085887,Debit Card,104.75,2025-05-06
PAY0085888,ORD0085888,Debit Card,1448.58,2025-10-27
PAY0085889,ORD0085889,Credit Card,1023.53,2025-07-09
PAY0085890,ORD0085890,Debit Card,270.59,2025-07-27
PAY0085891,ORD0085891,Wallet,189.09,2025-06-21
PAY0085892,ORD0085892,UPI/Pix,82.0,2024-04-22
PAY0085893,ORD0085893,Credit Card,278.56,2025-02-17
PAY0085894,ORD0085894,UPI/Pix,543.97,2024-06-27
PAY0085895,ORD0085895,UPI/Pix,214.88,2026-04-04
PAY0085899,ORD0085899,COD,69.69,2026-02-02
PAY0085900,ORD0085900,Wallet,424.18,2025-06-25
PAY0085901,ORD0085901,Credit Card,214.88,2026-06-01
PAY0085902,ORD0085902,Credit Card,337.7,2024-10-03
PAY0085903,ORD0085903,UPI/Pix,27.32,2025-03-13
PAY0085905,ORD0085905,Wallet,2017.9,2025-05-26
PAY0085906,ORD0085906,Wallet,460.51,2025-09-24
PAY0085907,ORD0085907,UPI/Pix,574.14,2024-11-02
PAY0085908,ORD0085908,UPI/Pix,677.84,2025-10-03
PAY0085909,ORD0085909,Credit Card,958.2,2025-01-31
PAY0085910,ORD0085910,UPI/Pix,571.35,2025-03-29
PAY0085913,ORD0085913,UPI/Pix,233.4,2025-01-06
PAY0085915,ORD0085915,COD,1229.24,2024-04-11
PAY0085916,ORD0085916,UPI/Pix,874.86,2025-11-25
PAY0085917,ORD0085917,Credit Card,172.42,2026-04-09
PAY0085918,ORD0085918,Credit Card,32.35,2026-02-28
PAY0085919,ORD0085919,UPI/Pix,535.24,2025-10-22
PAY0085922,ORD0085922,Credit Card,384.3,2025-12-17
PAY0085923,ORD0085923,Wallet,763.58,2024-07-12
PAY0085924,ORD0085924,Credit Card,635.71,2026-05-28
PAY0085925,ORD0085925,Debit Card,22.72,2026-04-13
PAY0085926,ORD0085926,UPI/Pix,55.5,2025-05-21
PAY0085927,ORD0085927,Credit Card,1566.54,2024-01-18
PAY0085928,ORD0085928,COD,2218.07,2024-08-19
PAY0085929,ORD0085929,COD,490.86,2026-06-11
PAY0085930,ORD0085930,Debit Card,191.92,2026-06-18
PAY0085932,ORD0085932,Credit Card,414.55,2025-06-02
PAY0085933,ORD0085933,UPI/Pix,60.76,2026-01-08
PAY0085934,ORD0085934,Credit Card,781.59,2024-12-28
PAY0085935,ORD0085935,COD,255.25,2026-01-29
PAY0085936,ORD0085936,Credit Card,92.28,2026-03-22
PAY0085937,ORD0085937,UPI/Pix,1218.11,2025-11-09
PAY0085938,ORD0085938,COD,812.6,2024-08-27
PAY0085939,ORD0085939,Credit Card,249.46,2024-03-17
PAY0085941,ORD0085941,Debit Card,516.77,2026-05-13
PAY0085942,ORD0085942,Credit Card,825.2,2025-02-07
PAY0085944,ORD0085944,Credit Card,31.75,2024-07-18
PAY0085945,ORD0085945,Credit Card,421.0,2025-03-20
PAY0085946,ORD0085946,Wallet,97.98,2025-10-27
PAY0085947,ORD0085947,UPI/Pix,1393.6,2026-04-28
PAY0085948,ORD0085948,UPI/Pix,171.23,2025-06-13
PAY0085949,ORD0085949,UPI/Pix,578.19,2026-05-18
PAY0085951,ORD0085951,UPI/Pix,285.63,2025-08-06
PAY0085952,ORD0085952,UPI/Pix,808.46,2025-09-18
PAY0085953,ORD0085953,COD,294.54,2025-04-29
PAY0085954,ORD0085954,Credit Card,291.6,2025-06-18
PAY0085955,ORD0085955,Wallet,692.37,2025-08-26
PAY0085956,ORD0085956,Debit Card,1261.25,2025-12-24
PAY0085958,ORD0085958,Credit Card,489.3,2025-01-09
PAY0085959,ORD0085959,UPI/Pix,305.1,2026-06-07
PAY0085960,ORD0085960,Credit Card,2117.43,2026-02-19
PAY0085961,ORD0085961,Credit Card,562.82,2025-11-19
PAY0085962,ORD0085962,Credit Card,670.92,2024-11-06
PAY0085963,ORD0085963,Credit Card,377.74,2025-12-10
PAY0085965,ORD0085965,Credit Card,476.84,2026-02-07
PAY0085966,ORD0085966,UPI/Pix,2100.58,2026-03-24
PAY0085967,ORD0085967,Debit Card,1020.3,2025-10-22
PAY0085969,ORD0085969,UPI/Pix,48.03,2025-01-19
PAY0085970,ORD0085970,Wallet,147.8,2025-03-09
PAY0085971,ORD0085971,Debit Card,354.15,2026-03-23
PAY0085972,ORD0085972,Credit Card,319.85,2024-04-04
PAY0085973,ORD0085973,Credit Card,629.98,2025-03-27
PAY0085975,ORD0085975,Credit Card,502.48,2025-07-25
PAY0085976,ORD0085976,Credit Card,497.69,2025-11-07
PAY0085977,ORD0085977,Credit Card,649.76,2025-11-15
PAY0085978,ORD0085978,Credit Card,289.04,2025-03-14
PAY0085979,ORD0085979,Credit Card,555.86,2025-06-01
PAY0085980,ORD0085980,Wallet,460.51,2024-08-26
PAY0085982,ORD0085982,Credit Card,279.28,2024-11-05
PAY0085983,ORD0085983,Credit Card,789.01,2024-03-17
PAY0085984,ORD0085984,Debit Card,357.32,2025-01-06
PAY0085985,ORD0085985,Wallet,647.82,2023-10-17
PAY0085986,ORD0085986,Debit Card,313.13,2024-08-24
PAY0085987,ORD0085987,Credit Card,171.23,2026-06-19
PAY0085988,ORD0085988,Credit Card,1538.9,2026-06-10
PAY0085989,ORD0085989,COD,1299.52,2025-02-23
PAY0085991,ORD0085991,Credit Card,631.24,2024-12-04
PAY0085992,ORD0085992,Credit Card,217.2,2026-04-20
PAY0085993,ORD0085993,Wallet,1266.87,2025-09-06
PAY0085994,ORD0085994,UPI/Pix,341.09,2024-02-16
PAY0085995,ORD0085995,Credit Card,488.88,2024-11-08
PAY0085996,ORD0085996,Credit Card,460.84,2026-06-05
PAY0085997,ORD0085997,Credit Card,327.72,2026-03-09
PAY0085998,ORD0085998,UPI/Pix,53.8,2024-10-13
PAY0085999,ORD0085999,Debit Card,120.24,2024-11-01
PAY0086000,ORD0086000,Credit Card,765.38,2025-04-30
PAY0086001,ORD0086001,COD,131.54,2025-11-11
PAY0086003,ORD0086003,UPI/Pix,563.93,2023-10-24
PAY0086004,ORD0086004,COD,83.33,2026-03-18
PAY0086005,ORD0086005,Credit Card,621.76,2025-02-21
PAY0086006,ORD0086006,COD,258.52,2025-04-01
PAY0086008,ORD0086008,Debit Card,23.17,2026-06-08
PAY0086009,ORD0086009,Credit Card,1033.92,2024-10-06
PAY0086010,ORD0086010,Credit Card,1341.04,2024-04-24
PAY0086011,ORD0086011,Debit Card,1614.83,2025-06-21
PAY0086012,ORD0086012,Credit Card,1332.44,2025-08-25
PAY0086013,ORD0086013,Wallet,573.71,2026-01-25
PAY0086014,ORD0086014,Debit Card,1170.97,2025-07-19
PAY0086015,ORD0086015,Wallet,1714.24,2025-05-16
PAY0086016,ORD0086016,Debit Card,74.83,2025-04-29
PAY0086017,ORD0086017,UPI/Pix,45.87,2026-03-31
PAY0086018,ORD0086018,Credit Card,284.13,2024-05-16
PAY0086020,ORD0086020,Credit Card,670.03,2024-03-28
PAY0086021,ORD0086021,Credit Card,1196.36,2026-01-17
PAY0086022,ORD0086022,Credit Card,794.54,2025-11-29
PAY0086023,ORD0086023,COD,1724.01,2026-06-08
PAY0086025,ORD0086025,Credit Card,249.46,2026-04-20
PAY0086026,ORD0086026,Credit Card,1534.37,2026-03-31
PAY0086027,ORD0086027,Credit Card,466.05,2025-12-15
PAY0086028,ORD0086028,Credit Card,82.29,2024-06-12
PAY0086029,ORD0086029,Credit Card,421.03,2024-12-20
PAY0086030,ORD0086030,Credit Card,286.26,2025-12-18
PAY0086031,ORD0086031,COD,199.88,2026-06-17
PAY0086032,ORD0086032,Wallet,178.65,2026-02-07
PAY0086034,ORD0086034,Credit Card,832.49,2025-01-13
PAY0086036,ORD0086036,COD,622.46,2026-02-06
PAY0086037,ORD0086037,UPI/Pix,312.46,2025-10-26
PAY0086038,ORD0086038,COD,1284.32,2025-06-02
PAY0086039,ORD0086039,Wallet,780.67,2025-08-26
PAY0086040,ORD0086040,Credit Card,199.13,2026-05-11
PAY0086041,ORD0086041,UPI/Pix,337.24,2025-11-28
PAY0086042,ORD0086042,Credit Card,379.81,2024-11-23
PAY0086044,ORD0086044,UPI/Pix,1017.02,2024-10-28
PAY0086045,ORD0086045,Credit Card,425.72,2026-05-08
PAY0086046,ORD0086046,Credit Card,103.32,2026-05-14
PAY0086047,ORD0086047,Credit Card,310.77,2025-03-01
PAY0086048,ORD0086048,Debit Card,545.19,2024-03-22
PAY0086049,ORD0086049,UPI/Pix,427.7,2025-03-04
PAY0086050,ORD0086050,Credit Card,285.6,2026-05-08
PAY0086051,ORD0086051,UPI/Pix,1564.44,2025-02-19
PAY0086052,ORD0086052,Debit Card,291.36,2025-09-15
PAY0086056,ORD0086056,COD,374.92,2026-03-24
PAY0086057,ORD0086057,UPI/Pix,81.44,2026-05-31
PAY0086058,ORD0086058,Debit Card,252.44,2025-03-02
PAY0086059,ORD0086059,Credit Card,878.52,2025-05-13
PAY0086060,ORD0086060,Credit Card,153.56,2024-04-17
PAY0086061,ORD0086061,Credit Card,389.22,2024-12-23
PAY0086062,ORD0086062,Credit Card,448.13,2025-08-31
PAY0086063,ORD0086063,UPI/Pix,1384.51,2024-06-14
PAY0086064,ORD0086064,Credit Card,797.23,2024-06-09
PAY0086065,ORD0086065,Credit Card,404.23,2025-09-16
PAY0086066,ORD0086066,Credit Card,137.25,2026-02-27
PAY0086067,ORD0086067,Credit Card,334.79,2025-07-16
PAY0086071,ORD0086071,Debit Card,455.98,2024-12-25
PAY0086072,ORD0086072,COD,463.58,2025-10-27
PAY0086074,ORD0086074,UPI/Pix,274.98,2026-06-16
PAY0086075,ORD0086075,Credit Card,820.21,2025-04-15
PAY0086076,ORD0086076,Credit Card,289.69,2025-10-27
PAY0086077,ORD0086077,Credit Card,16.8,2026-03-01
PAY0086078,ORD0086078,Debit Card,165.3,2025-02-06
PAY0086079,ORD0086079,UPI/Pix,454.3,2025-10-18
PAY0086081,ORD0086081,Credit Card,103.12,2025-11-19
PAY0086084,ORD0086084,Credit Card,246.08,2025-11-03
PAY0086085,ORD0086085,UPI/Pix,747.26,2026-06-26
PAY0086086,ORD0086086,Credit Card,313.69,2026-03-09
PAY0086087,ORD0086087,Wallet,366.7,2024-11-27
PAY0086088,ORD0086088,UPI/Pix,434.79,2024-10-21
PAY0086089,ORD0086089,COD,436.3,2025-09-15
PAY0086090,ORD0086090,Credit Card,329.15,2024-04-01
PAY0086091,ORD0086091,Debit Card,317.63,2024-10-22
PAY0086092,ORD0086092,Credit Card,419.65,2025-12-22
PAY0086093,ORD0086093,Debit Card,298.15,2024-09-09
PAY0086094,ORD0086094,Credit Card,668.56,2024-05-17
PAY0086096,ORD0086096,Credit Card,319.85,2024-08-27
PAY0086097,ORD0086097,Debit Card,1768.04,2024-09-20
PAY0086098,ORD0086098,Credit Card,499.78,2026-04-09
PAY0086099,ORD0086099,Credit Card,53.4,2024-06-01
PAY0086102,ORD0086102,Debit Card,195.42,2024-06-27
PAY0086104,ORD0086104,Credit Card,167.95,2025-09-21
PAY0086106,ORD0086106,Credit Card,80.47,2026-01-05
PAY0086107,ORD0086107,COD,742.35,2025-04-23
PAY0086109,ORD0086109,Credit Card,644.54,2024-09-09
PAY0086110,ORD0086110,Debit Card,289.19,2026-01-09
PAY0086111,ORD0086111,Credit Card,624.97,2026-05-12
PAY0086112,ORD0086112,Wallet,600.7,2026-03-28
PAY0086113,ORD0086113,Wallet,361.2,2025-11-27
PAY0086114,ORD0086114,Credit Card,701.72,2026-01-12
PAY0086115,ORD0086115,UPI/Pix,402.27,2025-08-02
PAY0086118,ORD0086118,Credit Card,232.13,2025-11-10
PAY0086119,ORD0086119,Credit Card,482.15,2025-04-14
PAY0086120,ORD0086120,Credit Card,134.97,2025-09-26
PAY0086121,ORD0086121,UPI/Pix,1072.28,2025-05-02
PAY0086122,ORD0086122,UPI/Pix,543.97,2024-03-21
PAY0086123,ORD0086123,UPI/Pix,212.27,2025-08-10
PAY0086124,ORD0086124,Credit Card,681.19,2025-12-26
PAY0086125,ORD0086125,Wallet,636.97,2026-01-30
PAY0086126,ORD0086126,Debit Card,386.21,2025-02-10
PAY0086127,ORD0086127,Credit Card,262.1,2025-04-24
PAY0086128,ORD0086128,Wallet,250.6,2025-02-14
PAY0086129,ORD0086129,Debit Card,201.21,2024-01-19
PAY0086131,ORD0086131,Debit Card,431.48,2026-03-03
PAY0086132,ORD0086132,Credit Card,426.31,2026-03-30
PAY0086133,ORD0086133,Debit Card,312.15,2025-12-31
PAY0086134,ORD0086134,UPI/Pix,1063.1,2025-03-11
PAY0086135,ORD0086135,COD,888.36,2025-12-10
PAY0086136,ORD0086136,UPI/Pix,330.33,2025-08-15
PAY0086137,ORD0086137,Credit Card,297.46,2025-10-16
PAY0086138,ORD0086138,Credit Card,247.0,2026-06-10
PAY0086139,ORD0086139,UPI/Pix,523.56,2025-08-04
PAY0086140,ORD0086140,Wallet,269.86,2026-02-20
PAY0086142,ORD0086142,UPI/Pix,978.14,2025-06-14
PAY0086144,ORD0086144,Wallet,345.73,2025-10-21
PAY0086145,ORD0086145,Wallet,102.49,2025-07-16
PAY0086146,ORD0086146,Debit Card,1028.21,2025-01-07
PAY0086147,ORD0086147,UPI/Pix,413.67,2026-01-09
PAY0086148,ORD0086148,Credit Card,2039.55,2024-12-29
PAY0086149,ORD0086149,Credit Card,442.04,2025-12-09
PAY0086151,ORD0086151,UPI/Pix,253.4,2025-06-22
PAY0086152,ORD0086152,Wallet,83.33,2025-05-30
PAY0086153,ORD0086153,Credit Card,811.2,2026-05-26
PAY0086154,ORD0086154,Credit Card,213.28,2024-07-13
PAY0086155,ORD0086155,Debit Card,187.96,2025-01-30
PAY0086156,ORD0086156,UPI/Pix,1318.5,2025-02-13
PAY0086157,ORD0086157,Debit Card,448.13,2024-05-16
PAY0086159,ORD0086159,Credit Card,405.12,2026-02-02
PAY0086160,ORD0086160,COD,942.09,2024-08-24
PAY0086161,ORD0086161,Credit Card,985.97,2025-03-20
PAY0086163,ORD0086163,Credit Card,943.86,2024-08-06
PAY0086164,ORD0086164,Wallet,311.02,2025-10-19
PAY0086165,ORD0086165,Wallet,853.93,2024-08-20
PAY0086166,ORD0086166,Debit Card,325.15,2026-06-04
PAY0086167,ORD0086167,Credit Card,157.69,2026-04-08
PAY0086168,ORD0086168,UPI/Pix,519.5,2026-05-26
PAY0086169,ORD0086169,COD,339.28,2026-03-08
PAY0086170,ORD0086170,Credit Card,760.77,2024-11-23
PAY0086171,ORD0086171,Wallet,433.3,2024-09-12
PAY0086172,ORD0086172,Wallet,822.67,2024-08-27
PAY0086173,ORD0086173,Debit Card,242.2,2024-12-31
PAY0086174,ORD0086174,UPI/Pix,240.3,2025-12-14
PAY0086175,ORD0086175,Credit Card,1848.17,2025-10-15
PAY0086176,ORD0086176,Credit Card,682.1,2026-03-21
PAY0086177,ORD0086177,Debit Card,406.0,2026-06-25
PAY0086179,ORD0086179,Credit Card,335.43,2024-07-30
PAY0086180,ORD0086180,Wallet,812.6,2024-02-23
PAY0086183,ORD0086183,Wallet,1038.91,2026-01-08
PAY0086184,ORD0086184,Debit Card,660.18,2026-04-22
PAY0086185,ORD0086185,COD,863.44,2025-01-15
PAY0086187,ORD0086187,Credit Card,1147.66,2025-01-23
PAY0086188,ORD0086188,UPI/Pix,1603.18,2025-04-09
PAY0086189,ORD0086189,Debit Card,623.65,2025-04-22
PAY0086191,ORD0086191,Credit Card,284.88,2025-09-27
PAY0086192,ORD0086192,COD,312.46,2024-01-19
PAY0086194,ORD0086194,UPI/Pix,296.2,2025-10-17
PAY0086195,ORD0086195,Wallet,710.46,2026-06-06
PAY0086196,ORD0086196,UPI/Pix,91.46,2026-04-17
PAY0086197,ORD0086197,COD,153.29,2025-10-14
PAY0086198,ORD0086198,Credit Card,730.96,2025-03-07
PAY0086199,ORD0086199,Credit Card,250.42,2025-10-15
PAY0086200,ORD0086200,Debit Card,130.22,2026-03-18
PAY0086201,ORD0086201,UPI/Pix,826.47,2025-01-17
PAY0086204,ORD0086204,Credit Card,562.32,2026-06-12
PAY0086206,ORD0086206,Credit Card,84.45,2025-10-11
PAY0086207,ORD0086207,Credit Card,306.64,2025-09-30
PAY0086208,ORD0086208,UPI/Pix,528.18,2026-01-16
PAY0086209,ORD0086209,Debit Card,865.29,2026-01-20
PAY0086210,ORD0086210,Credit Card,734.14,2023-09-23
PAY0086211,ORD0086211,Credit Card,455.54,2024-06-12
PAY0086212,ORD0086212,Credit Card,539.19,2024-11-05
PAY0086215,ORD0086215,Credit Card,773.97,2025-09-21
PAY0086216,ORD0086216,Wallet,343.69,2026-06-24
PAY0086217,ORD0086217,Debit Card,1253.62,2025-12-14
PAY0086218,ORD0086218,Wallet,307.88,2026-06-14
PAY0086219,ORD0086219,Credit Card,1357.0,2025-10-16
PAY0086220,ORD0086220,Debit Card,1375.28,2023-12-16
PAY0086221,ORD0086221,Debit Card,323.95,2026-02-14
PAY0086222,ORD0086222,Credit Card,857.57,2024-11-17
PAY0086223,ORD0086223,COD,734.32,2024-12-15
PAY0086224,ORD0086224,COD,734.97,2025-04-15
PAY0086225,ORD0086225,Credit Card,1707.0,2025-12-08
PAY0086226,ORD0086226,Credit Card,291.01,2024-11-02
PAY0086227,ORD0086227,Debit Card,206.46,2025-09-04
PAY0086229,ORD0086229,Credit Card,376.61,2025-08-10
PAY0086232,ORD0086232,Wallet,504.17,2026-03-24
PAY0086233,ORD0086233,Credit Card,1350.1,2025-07-20
PAY0086234,ORD0086234,Credit Card,152.49,2025-03-14
PAY0086235,ORD0086235,Debit Card,168.28,2026-02-28
PAY0086236,ORD0086236,Debit Card,1161.24,2025-11-24
PAY0086237,ORD0086237,Credit Card,2540.2,2026-06-13
PAY0086238,ORD0086238,COD,523.46,2025-11-05
PAY0086239,ORD0086239,COD,1288.92,2026-05-13
PAY0086240,ORD0086240,UPI/Pix,165.02,2024-01-02
PAY0086241,ORD0086241,Credit Card,1071.0,2025-10-20
PAY0086242,ORD0086242,Credit Card,1608.07,2026-02-06
PAY0086243,ORD0086243,COD,91.67,2026-06-20
PAY0086244,ORD0086244,Debit Card,660.18,2023-10-10
PAY0086245,ORD0086245,Debit Card,1086.18,2025-06-10
PAY0086246,ORD0086246,Debit Card,258.19,2025-05-15
PAY0086247,ORD0086247,Credit Card,1269.56,2026-06-03
PAY0086248,ORD0086248,COD,785.4,2025-02-13
PAY0086249,ORD0086249,Credit Card,781.45,2025-09-26
PAY0086250,ORD0086250,Wallet,582.5,2025-10-20
PAY0086251,ORD0086251,Debit Card,704.7,2025-10-22
PAY0086252,ORD0086252,Wallet,878.28,2024-04-08
PAY0086253,ORD0086253,Credit Card,103.35,2025-11-14
PAY0086254,ORD0086254,Debit Card,154.38,2025-08-04
PAY0086256,ORD0086256,Wallet,424.28,2024-11-23
PAY0086258,ORD0086258,Credit Card,95.77,2024-12-20
PAY0086259,ORD0086259,Debit Card,706.85,2025-03-28
PAY0086260,ORD0086260,UPI/Pix,985.03,2025-11-27
PAY0086261,ORD0086261,Credit Card,396.23,2026-01-23
PAY0086262,ORD0086262,Debit Card,136.1,2024-07-21
PAY0086264,ORD0086264,UPI/Pix,455.98,2024-01-22
PAY0086265,ORD0086265,UPI/Pix,322.28,2025-12-16
PAY0086267,ORD0086267,Debit Card,1461.54,2025-10-27
PAY0086268,ORD0086268,COD,189.09,2026-01-21
PAY0086269,ORD0086269,Credit Card,2202.66,2026-01-20
PAY0086270,ORD0086270,Credit Card,1069.58,2025-03-19
PAY0086271,ORD0086271,Credit Card,457.55,2025-11-26
PAY0086273,ORD0086273,Debit Card,813.34,2024-06-12
PAY0086274,ORD0086274,Credit Card,1904.15,2026-05-16
PAY0086275,ORD0086275,Credit Card,120.74,2024-12-25
PAY0086276,ORD0086276,Wallet,279.55,2026-05-23
PAY0086277,ORD0086277,Wallet,389.85,2025-12-19
PAY0086278,ORD0086278,Credit Card,571.72,2026-04-10
PAY0086279,ORD0086279,Credit Card,104.02,2024-07-12
PAY0086280,ORD0086280,Debit Card,1193.94,2025-08-17
PAY0086281,ORD0086281,Debit Card,1265.58,2026-03-08
PAY0086282,ORD0086282,COD,171.92,2025-06-21
PAY0086283,ORD0086283,Credit Card,978.6,2024-07-18
PAY0086284,ORD0086284,UPI/Pix,1755.13,2026-03-29
PAY0086285,ORD0086285,UPI/Pix,218.43,2026-05-28
PAY0086286,ORD0086286,Credit Card,682.26,2026-02-19
PAY0086287,ORD0086287,COD,148.73,2023-10-14
PAY0086288,ORD0086288,Credit Card,336.38,2025-07-12
PAY0086289,ORD0086289,Credit Card,187.87,2026-04-15
PAY0086290,ORD0086290,Credit Card,1473.25,2026-05-30
PAY0086291,ORD0086291,Wallet,2325.57,2026-06-25
PAY0086292,ORD0086292,UPI/Pix,1012.29,2024-12-10
PAY0086294,ORD0086294,Wallet,286.26,2025-01-03
PAY0086295,ORD0086295,Debit Card,1176.57,2025-06-02
PAY0086296,ORD0086296,COD,485.09,2026-05-07
PAY0086297,ORD0086297,Wallet,320.52,2025-10-05
PAY0086298,ORD0086298,Debit Card,265.39,2026-03-23
PAY0086299,ORD0086299,Credit Card,332.25,2026-06-23
PAY0086301,ORD0086301,Credit Card,1250.36,2025-09-11
PAY0086302,ORD0086302,COD,331.12,2025-06-26
PAY0086303,ORD0086303,Credit Card,499.78,2025-01-12
PAY0086304,ORD0086304,Wallet,379.96,2025-12-22
PAY0086305,ORD0086305,Credit Card,279.28,2026-01-01
PAY0086306,ORD0086306,Credit Card,967.27,2025-05-25
PAY0086307,ORD0086307,Credit Card,509.08,2024-03-19
PAY0086308,ORD0086308,UPI/Pix,496.21,2026-02-28
PAY0086309,ORD0086309,Credit Card,311.54,2025-09-02
PAY0086310,ORD0086310,COD,492.98,2025-02-04
PAY0086312,ORD0086312,Credit Card,1326.37,2025-05-14
PAY0086313,ORD0086313,Credit Card,620.0,2025-08-10
PAY0086314,ORD0086314,Wallet,543.09,2025-03-22
PAY0086315,ORD0086315,Wallet,173.02,2024-10-16
PAY0086316,ORD0086316,Wallet,292.53,2026-02-16
PAY0086318,ORD0086318,Wallet,549.58,2026-05-23
